Episode,Loss
1,0.6042450978988554
2,0.4848800450563431
3,0.39880096912384033
4,0.7020253241062164
5,0.7721787386433372
6,0.7944846153259277
7,0.7878157496452332
8,0.8159486563766704
9,0.8415721623042157
10,0.9170680642127991
11,0.8756018733156139
12,0.8637480835119883
13,0.922405529209948
14,0.9511616470722052
15,0.8873963410204108
16,0.9090869076111737
17,0.9918880462646484
18,0.9576104976914146
19,1.0498749156330907
20,1.2390173077583313
21,1.030307070277203
22,0.9882898417386141
23,0.9480328104075264
24,1.0676671531465318
25,0.9042233320382925
26,1.0032219897347985
27,0.9571686422123629
28,1.0522243197147663
29,0.9033342401186625
30,1.0147952291311002
31,1.1302179627948337
32,1.0028466880321503
33,1.001102510251497
34,1.0088225067106646
35,0.9900364014837477
36,0.9889923930168152
37,1.0267284228688194
38,0.9211975345846082
39,0.9396776063101632
40,0.9455789344178306
41,0.7749247948328654
42,1.084755301475525
43,0.9269594083993863
44,1.0230452681696691
45,0.9707333445549011
46,1.1034079194068909
47,0.9144698533900949
48,0.9650094655771104
49,0.7657683104276657
50,0.8989912307262421
51,0.9869220170709821
52,0.8771137089440317
53,0.8781557958803059
54,0.8613683325903756
55,0.928164591149586
56,0.949787743207885
57,0.8558365914919605
58,0.8703979647159577
59,0.9288300203554558
60,0.7371683066541498
61,0.8097408343302576
62,0.8321965011683378
63,0.9021241695716463
64,0.9528578354252709
65,1.0253667140548879
66,0.8671891201626171
67,0.8915586979300888
68,0.9263140355839449
69,0.7337588595932928
70,0.6224502325057983
71,0.8366823395093282
72,0.8264559538333447
73,0.8514666694241602
74,0.7385998070240021
75,0.7484777225388421
76,0.8437440081850275
77,0.8586201401981147
78,0.5691835913393233
79,0.7398765137735402
80,0.8290924771108489
81,0.7683277463912964
82,1.0126640399297078
83,0.8319229582945505
84,0.7696778367866169
85,0.8093255661104036
86,0.825778564468759
87,0.7667438475923105
88,0.6622996891246122
89,0.5282831788063049
90,0.71346615254879
91,0.8195373316605886
92,0.8492582392692566
93,0.7908592624099631
94,0.7052161693572998
95,1.0363825857639313
96,0.7342196914457506
97,0.8459908044651935
98,0.688417258716765
99,0.931121438741684
100,0.7677186364712922
