Episode,Loss
109,2.9398411750793456
110,2.8821934858957925
111,3.018486738204956
112,2.94948630200492
113,3.1788253784179688
114,3.020198244797556
115,2.973076063043931
116,3.085491180419922
117,3.11052620716584
118,3.1310748968805586
119,3.125107924143473
120,3.291670331588158
121,3.308359497785568
122,2.8292294910975864
123,3.280686516028184
124,3.3663185611367226
125,3.3289884437214243
126,3.3200086639040993
127,3.2747343748043747
128,3.3667997435519568
129,3.346452963061449
130,3.466544270515442
131,3.607468031548165
132,3.4612428071547527
133,3.5338179732477943
134,3.4762796111728833
135,3.4635268131891888
136,3.953683853149414
137,3.4280509223108706
138,3.444401507024412
139,3.632551332572838
140,3.8135925001568265
141,3.737588047981262
142,3.714296143630455
143,3.6851967175801597
144,3.754320594999525
145,3.7978380304394346
146,3.7615471584040945
147,3.6164165905543735
148,3.6966438131817316
149,3.665460592583765
150,3.902718336024183
151,3.825255030677432
152,3.851991755621774
153,3.7774192905426025
154,3.7075864587511336
155,4.018404883604783
156,3.778780182202657
157,3.2226855754852295
158,3.8117364671495224
159,3.9005716011441987
160,3.9881810421167416
161,4.0330132035648125
162,4.10209059715271
163,4.068204279603629
164,3.756281953108938
165,3.989453062033042
166,4.001562432544987
167,4.236933606011527
168,3.8050667558397566
169,4.120215727732732
170,3.9813996782206527
171,3.808506449063619
172,4.201136455107271
173,4.214455376500669
174,4.112120866775513
175,4.14147722279584
176,4.085376699765523
177,4.534780104955037
178,4.275892923517925
179,4.45974714415414
180,4.348347730636597
181,4.385620068101322
182,4.160960709176412
183,4.32658326625824
184,4.477228753494494
185,4.330331338776483
186,4.591136825495753
187,4.434548400697254
188,4.596392825797752
189,4.3685462951660154
190,4.3673346156165715
191,4.389737935293288
192,4.470902476991926
193,4.528357498986381
194,4.616860837936401
195,4.766510862570542
196,4.447847721424509
197,4.620307159423828
198,4.8119057487039
199,4.533407049794351
200,4.0208079020182295
201,4.633196125225145
202,5.133440891901652
203,4.60711857355558
204,4.746870963914054
205,4.661663380536166
206,4.53980286916097
207,4.691733769008091
208,4.749257185879876
209,4.677573113214402
210,5.1382609816158515
211,4.853865271522885
212,4.725968845959367
213,4.981621596548292
214,4.773913216235033
215,4.982295097843293
216,4.812765403227373
217,4.890381374359131
218,4.8924979177014585
219,4.815777546922925
220,5.093565407552217
221,5.085491371154785
222,4.775032639503479
223,4.8049698611100515
224,4.819848206837972
225,4.953952511151631
226,4.958873864766714
227,4.666915567715963
228,4.078676072033969
229,4.986801485626065
230,5.211768627166748
231,4.884216898196453
232,4.761269021541514
233,4.980686430577879
234,5.204853330339704
235,4.846044106916948
236,4.911160774633918
237,5.041979025391972
238,4.992041188019972
239,5.042886879709032
240,5.612768840789795
241,4.979458024285057
242,4.907743507502031
243,4.349814295768738
244,5.065478945600575
245,5.080003074697546
246,5.253699336733137
247,5.097078005472819
248,5.22714810901218
249,5.300008639045384
250,5.088926852695526
251,5.325533774591261
252,5.130480353261383
253,4.86587162745201
254,4.716472752392292
255,5.133823243054477
256,5.145837860722696
257,5.0052327035947615
258,5.037636843594638
259,5.035698427218143
260,4.845113396644592
261,4.401569525400798
262,4.90669377871922
263,4.992225304893825
264,4.936365408055923
265,4.91888510294197
266,5.063755805375146
267,5.023258543014526
268,4.976509415019642
269,4.919131552919429
270,5.121943599299381
271,5.013288161464941
272,4.981688302138756
273,4.934180482574131
274,4.854122514310091
275,4.738053519847029
276,4.809291989304299
277,5.076102256774902
278,4.758184762562022
279,4.646680540508694
280,5.078619195864751
281,5.021836842809405
282,4.897638311386109
283,4.828509443684628
284,4.940700733300411
285,4.766789789323683
286,4.874027985792893
287,4.791335815475101
288,4.9052938461303714
289,4.808879468293316
290,4.9616330932168395
291,4.697869025743925
292,4.670651117960612
293,4.695060522659965
294,4.617753042115106
295,5.111871691311107
296,4.64147657308823
297,4.480729611714681
298,4.621860384941101
299,4.621887922286987
300,4.642650729133969
301,4.532020559182039
302,4.4520603606575415
303,4.607405545976427
304,4.269320964813232
305,4.4634551347470754
306,4.469977219899495
307,4.496686799185617
308,4.57343619520014
309,4.6472999735882405
310,4.647278088331222
311,4.368679482596261
312,4.613954721075116
313,4.575252965092659
314,4.4083987304142545
315,4.407358118982026
316,4.531986144872812
317,4.328763181513006
318,4.407309877763101
319,4.680129528045654
320,4.45123090976622
321,4.42523671899523
322,3.8199257850646973
323,4.4378107669306734
324,4.54411778951946
325,4.27395230181077
326,4.661034652165005
327,4.2848375623042765
328,4.311083119969036
329,3.8679922421773276
330,4.031248201494631
331,4.310917780432902
332,4.234011345896228
333,4.044350907916114
334,4.3259159326553345
335,4.244911136298344
336,4.138990705663508
337,3.9867737509987573
338,4.2139255205790205
339,4.0434005873543875
340,3.996147947034974
341,4.050890712177052
342,3.9587310514142438
343,4.1230259392712565
344,4.106572846571605
345,4.050392636546382
346,3.9860384572635996
347,3.838577887107586
348,4.177238022839582
349,3.8508481289966996
350,3.98672288981351
351,3.9358629635402136
352,4.032407012640261
353,3.8899463256200155
354,3.938079467186561
355,4.005785624186198
356,3.8426846379325506
357,3.9223301940494113
358,3.9107955350714216
359,3.955628651839036
360,3.893257003564101
361,3.9781192673577204
362,3.5001435446184734
363,3.7062364764835523
364,3.6888069925428946
365,3.6861548797757018
366,3.6565826700088824
367,3.746668451710751
368,3.7506066012004067
369,3.8414589595794677
370,3.6391322245964637
371,3.5894327574306066
372,3.4210000038146973
373,3.531784691308674
374,3.477337542226759
375,3.475504612311339
376,3.6281648011043153
377,3.6759055773417155
378,3.6406444591634415
379,2.1794159412384033
380,3.488067865371704
381,3.3906981680128307
382,3.3971922327490414
383,3.1458433958200307
384,3.417460697227054
385,3.345736000911299
386,3.1400578022003174
387,3.3826074600219727
388,3.271883414341853
389,3.5649110837416216
390,3.352891590481713
391,3.4184706868796515
392,3.1535923974267366
393,3.2726486851187313
394,3.2334834748664787
395,3.3262342831184126
396,3.1121133279800417
397,3.0243521157433007
398,3.174686396887543
399,3.0644531779819064
400,3.0885121822357178
